Waterbody Name,County,DEC Region,Year,Bloom Type,Date of First Listing,Date of Last Listing,Number of Weeks on DEC Notification List,Number of Weeks with Updates,Latitude,Longitude,Location 1
Tomhannock Reservoir,Rensselaer,5,2017,S,10/06/2017,10/27/2017,3,1,42.8573990,-73.5681992,"(42.857399, -73.5681992)"
Tomhannock Reservoir,Rensselaer,5,2013,S,10/05/2013,10/27/2013,3,2,42.8573990,-73.5681992,"(42.857399, -73.5681992)"
Town of Babylon Pond,Suffolk,1,2018,C,07/09/2018,10/27/2018,16,1,40.7096300,-73.3258900,"(40.70963, -73.32589)"
Troy Reservoir,Rensselaer,5,2018,C,09/14/2018,09/29/2018,2,1,42.8664000,-73.5555600,"(42.8664, -73.55556)"
Truesdale Lake,Westchester,3,2014,S,07/29/2014,08/19/2014,3,1,41.2817001,-73.5533981,"(41.2817001, -73.5533981)"
Truesdale Lake,Westchester,3,2013,C,07/20/2013,07/26/2013,1,1,41.2817001,-73.5533981,"(41.2817001, -73.5533981)"
Tully Lake,Onondaga,7,2018,C,08/24/2018,10/27/2018,9,1,42.7764015,-76.1352005,"(42.7764015, -76.1352005)"
Tully Lake,Cortland,7,2018,C,08/24/2018,09/29/2018,5,1,42.7764015,-76.1352005,"(42.7764015, -76.1352005)"
Tully Lake,Cortland,7,2017,C,09/01/2017,10/27/2017,8,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)"
Tully Lake,Onondaga,7,2017,C,09/01/2017,10/13/2017,6,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)"
Tully Lake,Cortland,7,2016,C,09/17/2016,10/21/2016,5,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)"
Tully Lake,Cortland,7,2016,C,09/23/2016,10/20/2016,4,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)"
Tully Lake,Cortland,7,2016,C,09/23/2016,10/20/2016,4,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)"
Turtle Pond,New York,2,2018,HT,06/22/2018,10/20/2018,17,17,40.7793007,-73.9673996,"(40.7793007, -73.9673996)"
Turtle Pond,Oneida,6,2018,S,07/27/2018,10/02/2018,10,4,40.7793007,-73.9673996,"(40.7793007, -73.9673996)"
Turtle Pond,New York,2,2017,HT,07/07/2017,10/27/2017,16,16,40.7793007,-73.9673996,"(40.7793007, -73.9673996)"
Turtle Pond,New York,2,2016,HT,06/24/2016,09/30/2016,14,10,40.7793007,-73.9673996,"(40.7793007, -73.9673996)"
Turtle Pond,New York,2,2015,HT,09/17/2015,10/30/2015,6,6,40.7793007,-73.9673996,"(40.7793007, -73.9673996)"
Tuscarora Lake,Madison,7,2017,C,06/10/2017,10/13/2017,18,1,42.8665009,-75.7585983,"(42.8665009, -75.7585983)"
Tuscarora Lake,Madison,7,2013,C,06/27/2013,10/27/2013,17,3,42.8665009,-75.7585983,"(42.8665009, -75.7585983)"
Tuxedo Lake,Orange,3,2018,C,08/17/2018,08/31/2018,2,1,41.2014999,-74.2058029,"(41.2014999, -74.2058029)"
Tuxedo Lake,Orange,3,2015,C,07/31/2015,08/07/2015,1,1,41.2014999,-74.2058029,"(41.2014999, -74.2058029)"
Unnamed Pond Algonquin Park,Orange,3,2016,S,10/14/2016,10/21/2016,1,1,41.5219002,-74.0615005,"(41.5219002, -74.0615005)"
Unnamed Pond Cameron Mills,Steuben,8,2016,HT,08/19/2016,09/02/2016,2,1,42.1909400,-77.3580660,"(42.19094, -77.358066)"
Unnamed Pond Delta Lake SP,Oneida,6,2016,S,07/15/2016,09/23/2016,10,4,43.2899400,-75.4179860,"(43.28994, -75.417986)"
Unnamed Pond Fairport,Monroe,8,2016,C,08/19/2016,09/02/2016,2,1,43.1199550,-77.4050220,"(43.119955, -77.405022)"
Unnamed Pond Orchard Park,Erie,9,2017,S,09/22/2017,10/06/2017,2,1,42.7547000,-78.7258000,"(42.7547, -78.7258)"
Unnamed Wallkill Pond,Ulster,3,2017,C,08/11/2017,08/25/2017,2,1,41.6502991,-74.2203979,"(41.6502991, -74.2203979)"
Upper Little York Lake,Cortland,7,2018,HT,08/24/2018,09/21/2018,4,3,40.6974400,-73.9794400,"(40.69744, -73.97944)"
Valatie Kill,Rensselaer,5,2014,S,09/01/2014,09/22/2014,3,2,42.5210090,-73.6080900,"(42.521009, -73.60809)"
Vandercamp Lake,Oswego,7,2018,S,03/08/2018,03/15/2018,1,1,40.8328000,-73.1093700,"(40.8328, -73.10937)"
Wainscott Pond,Suffolk,1,2018,C,07/13/2018,09/07/2018,8,6,40.9292984,-72.2425995,"(40.9292984, -72.2425995)"
Wainscott Pond,Suffolk,1,2017,C,07/28/2017,10/20/2017,12,12,40.9292984,-72.2425995,"(40.9292984, -72.2425995)"
Wainscott Pond,Suffolk,1,2016,C,06/10/2016,09/30/2016,16,13,40.9292984,-72.2425995,"(40.9292984, -72.2425995)"
Wainscott Pond,Suffolk,1,2015,C,07/17/2015,10/30/2015,15,10,40.9292984,-72.2425995,"(40.9292984, -72.2425995)"
Wallkill River,Ulster,3,2016,HT,08/26/2016,10/28/2016,9,8,41.7438660,-74.0934470,"(41.743866, -74.093447)"
Wallkill River,Ulster,3,2015,S,08/28/2015,09/24/2015,4,3,41.7438660,-74.0934470,"(41.743866, -74.093447)"
Waneta Lake,Schuyler,8,2018,S,09/14/2018,10/19/2018,5,2,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Steuben,8,2018,S,09/14/2018,10/19/2018,5,2,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Steuben,8,2017,S,09/22/2017,10/13/2017,3,1,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Steuben,8,2017,S,09/22/2017,10/13/2017,3,1,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Schuyler,8,2015,S,09/25/2015,10/02/2015,1,1,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Schuyler,8,2015,S,09/25/2015,10/02/2015,1,1,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Steuben,8,2013,S,07/31/2013,10/23/2013,12,8,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Schuyler,8,2013,S,07/31/2013,10/23/2013,12,8,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Schuyler,8,2012,S,08/21/2012,10/24/2012,9,3,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Waneta Lake,Steuben,8,2012,S,08/21/2012,10/24/2012,9,3,42.4447410,-77.1007060,"(42.444741, -77.100706)"
Warners Lake,Albany,4,2016,C,06/24/2016,07/01/2016,1,1,42.6250992,-74.0791016,"(42.6250992, -74.0791016)"
Warners Lake,Albany,4,2015,HT,06/12/2015,08/07/2015,8,7,42.6250992,-74.0791016,"(42.6250992, -74.0791016)"
Warn Lake,Chenango,7,2016,C,08/12/2016,08/19/2016,1,1,42.3745995,-75.6464005,"(42.3745995, -75.6464005)"
Washington Park Pond,Albany,4,2018,HT,06/29/2018,10/19/2018,16,7,42.6571007,-73.7733002,"(42.6571007, -73.7733002)"
Washington Park Pond,Albany,4,2017,HT,09/22/2017,10/27/2017,5,3,42.6571007,-73.7733002,"(42.6571007, -73.7733002)"
Washington Park Pond,Albany,4,2013,C,10/10/2013,11/07/2013,4,4,42.6571007,-73.7733002,"(42.6571007, -73.7733002)"
Wee Wah Lake,Orange,3,2014,HT,08/05/2014,10/25/2014,12,5,41.2170700,-74.1924700,"(41.21707, -74.19247)"
Wee Wah Lake,Orange,3,2012,HT,06/22/2012,09/17/2012,12,3,41.2170700,-74.1924700,"(41.21707, -74.19247)"
White Birch Lake,Broome,7,2014,C,07/28/2014,08/04/2014,1,1,42.0404015,-75.6368027,"(42.0404015, -75.6368027)"
Whitney Point Reservoir,Broome,7,2018,S,06/29/2018,07/06/2018,1,1,42.3291200,-75.9657500,"(42.32912, -75.96575)"
Wickapogue Pond,Suffolk,1,2018,C,08/31/2018,09/21/2018,3,2,40.8805008,-72.3676987,"(40.8805008, -72.3676987)"
Wickapogue Pond,Suffolk,1,2016,C,10/06/2016,10/23/2016,2,1,40.8805008,-72.3676987,"(40.8805008, -72.3676987)"
Wickapogue Pond,Suffolk,1,2014,C,06/25/2014,09/04/2014,10,9,40.8805008,-72.3676987,"(40.8805008, -72.3676987)"
Wilcox Memorial Park Pond,Dutchess,3,2017,HT,08/18/2017,08/25/2017,1,1,41.9531300,-73.7264511,"(41.95313, -73.72645113)"
Wilcox Memorial Park Pond (North),Dutchess,3,2018,C,08/17/2018,09/28/2018,6,4,41.9531300,-73.7264511,"(41.95313, -73.72645113)"
Wilcox Memorial Park Pond (South),Dutchess,3,2018,HT,08/17/2018,09/28/2018,6,3,41.9531300,-73.7264511,"(41.95313, -73.72645113)"
Wildwood Lake,Suffolk,1,2018,S,10/12/2018,10/19/2018,1,1,40.8954800,-72.6749840,"(40.89548, -72.674984)"
Willowbrook Pond,Richmond,2,2018,HT,08/31/2018,10/05/2018,5,2,40.6055984,-74.1578979,"(40.6055984, -74.1578979)"
Willowbrook Pond,Richmond,2,2016,C,09/02/2016,09/23/2016,3,1,40.6055984,-74.1578979,"(40.6055984, -74.1578979)"
Winding Hills Park Lake,Orange,3,2018,C,09/14/2018,09/28/2018,2,1,41.5387993,-74.2752991,"(41.5387993, -74.2752991)"
Winding Hills Park Lake,Orange,3,2017,C,04/08/2017,06/10/2017,9,2,41.5387993,-74.2752991,"(41.5387993, -74.2752991)"
Wolfes Pond SW,Richmond,2,2016,HT,09/02/2016,09/23/2016,3,1,40.5157013,-74.1922989,"(40.5157013, -74.1922989)"
Wolf Lake,Sullivan,3,2015,C,04/09/2015,04/16/2015,1,1,41.5866013,-74.5880966,"(41.5866013, -74.5880966)"
Wolf Lake,Sullivan,3,2013,C,08/22/2013,08/29/2013,1,1,41.5866013,-74.5880966,"(41.5866013, -74.5880966)"
Wyomoco Pond,Wyoming,8,2018,S,03/08/2018,09/14/2018,27,2,42.7661018,-78.2934036,"(42.7661018, -78.2934036)"
Wyomoco Pond,Wyoming,8,2017,S,04/08/2017,04/15/2017,1,1,42.7661018,-78.2934036,"(42.7661018, -78.2934036)"
